Year (negative values = BC),Temp interpolated,CO2 interpolated,N2O interpolated,Methane interpolated
-146277,-7.66,202.00697674418603,225.0625,456.3777778
-146173,-8.2,201.86511627906978,224.47500000000002,463.52222224999997
-146084,-7.916666666666666,201.7232558139535,223.88750000000002,470.66666669999995
-146083,-7.633333333333333,201.58139534883722,223.3,463.9142857428571
-146074,-7.35,201.43953488372094,223.33333333333334,457.1619047857142
-145976,-7.33,201.29767441860466,223.36666666666667,450.40952382857137
-145871,-8.07,201.15581395348838,223.4,443.65714287142856
-145760,-8.8,201.0139534883721,223.43333333333334,436.9047619142857
-145650,-8.49,200.87209302325581,223.46666666666667,430.15238095714284
-145559,-8.68,200.73023255813953,223.5,423.4
-145538,-8.87,200.58837209302325,223.53333333333333,423.0571428571428
-145426,-8.78,200.44651162790697,223.56666666666666,422.7142857142857
-145317,-8.62,200.3046511627907,223.6,422.37142857142857
-145211,-8.26,200.1627906976744,223.63333333333333,422.0285714285714
-145110,-7.54,200.02093023255813,223.66666666666666,421.68571428571425
-145099,-7.66,199.87906976744188,223.7,421.34285714285716
-145097,-7.78,199.7372093023256,223.4142857142857,421.0
-145008,-7.9,199.59534883720931,223.1285714285714,419.4
-144907,-7.65,199.45348837209303,222.84285714285713,417.8
-144803,-8.33,199.31162790697675,222.55714285714285,416.2
-144715,-6.82,199.16976744186047,222.27142857142857,414.6
-144613,-8.18,199.0279069767442,221.98571428571427,413.0
-144509,-7.97,198.8860465116279,221.7,411.40000000000003
-144482,-8.15,198.74418604651163,221.4142857142857,409.8
-144402,-8.33,198.60232558139535,221.1285714285714,408.3
-144295,-8.48,198.46046511627907,220.84285714285713,406.8
-144191,-8.09,198.3186046511628,220.55714285714285,405.3
-144093,-7.38,198.1767441860465,220.27142857142857,403.8
-144078,-8.1,198.03488372093022,219.98571428571427,402.3
-143982,-8.82,197.89302325581394,219.7,400.4
-143866,-9.29,197.7511627906977,219.4142857142857,398.5
-143755,-8.8,197.6093023255814,219.1285714285714,396.6
-143647,-8.39,197.46744186046513,218.84285714285713,394.7
-143535,-8.99,197.32558139534885,218.55714285714285,392.79999999999995
-143448,-8.455,197.18372093023257,218.27142857142857,390.9
-143432,-7.92,197.0418604651163,217.98571428571427,388.9541666625
-143413,-8.01,196.9,217.7,387.00833332499997
-143329,-8.1,196.7375,217.4142857142857,385.06249998749996
-143223,-8.22,196.57500000000002,217.1285714285714,383.11666664999996
-143113,-8.96,196.4125,216.84285714285713,381.1708333125
-143009,-7.91,196.25,216.55714285714285,379.224999975
-142903,-8.27,196.0875,216.27142857142857,377.2791666375
-142883,-8.336666666666666,195.925,215.98571428571427,375.3333333
-142882,-8.403333333333334,195.76250000000002,215.7,378.9821428285714
-142798,-8.47,195.6,218.16923076923075,382.63095235714286
-142695,-7.93,195.4375,220.63846153846154,386.27976188571427
-142587,-8.47,195.275,223.1076923076923,389.9285714142857
-142483,-8.34,195.1125,225.57692307692307,393.57738094285713
-142378,-8.3,194.95000000000002,228.04615384615386,397.2261904714286
-142352,-7.970000000000001,194.7875,230.51538461538462,400.875
-142278,-7.64,194.625,232.98461538461538,400.96666666
-142175,-8.07,194.4625,235.45384615384614,401.05833332
-142065,-8.87,194.3,237.92307692307693,401.14999998
-141953,-9.09,194.13750000000002,240.3923076923077,401.24166664
-141848,-8.719999999999999,193.975,242.8615384615385,401.3333333
-141846,-8.35,193.8125,245.33076923076925,399.3041666375
-141835,-8.725,193.65,247.8,397.274999975
-141734,-9.1,193.4875,245.06363636363636,395.2458333125
-141628,-8.51,193.32500000000002,242.32727272727274,393.21666665
-141528,-7.5,193.1625,239.5909090909091,391.1874999875
-141427,-8.04,193.0,236.85454545454544,389.158333325
-141316,-9.04,192.8375,234.11818181818182,387.12916666250004
-141259,-8.94,192.675,231.38181818181818,385.1
-141206,-8.84,192.51250000000002,228.64545454545453,383.14666666
-141095,-8.91,192.35,225.9090909090909,381.19333332
-140991,-8.23,192.1875,223.17272727272726,379.23999998
-140893,-7.66,192.025,220.43636363636364,377.28666664
-140827,-7.965,191.8625,217.7,375.3333333
-140789,-8.27,191.70000000000002,218.98571428571427,374.2999999714286
-140686,-8.15,191.5375,220.27142857142857,373.26666664285716
-140578,-8.71,191.375,221.55714285714285,372.23333331428574
-140470,-8.61,191.2125,222.84285714285713,371.19999998571427
-140357,-9.29,191.05,224.1285714285714,370.16666665714286
-140247,-8.78,190.88750000000002,225.4142857142857,369.13333332857144
-140216,-8.6,190.725,226.7,368.1
-140143,-8.42,190.5625,227.98571428571427,366.96250000000003
-140108,-8.120000000000001,190.4,229.27142857142857,365.82500000000005
-140043,-7.82,190.82857142857142,230.55714285714285,364.6875
-139938,-8.51,191.25714285714287,231.84285714285713,363.55
-139837,-7.95,191.68571428571428,233.12857142857143,362.4125
-139736,-8.0,192.11428571428573,234.4142857142857,361.275
-139671,-8.443333333333333,192.54285714285714,235.7,360.1375
-139667,-8.886666666666667,192.9714285714286,236.7448275862069,359.0
-139622,-9.33,193.4,237.78965517241377,357.35
-139514,-8.81,193.82857142857142,238.83448275862068,355.7
-139409,-8.38,194.25714285714287,239.8793103448276,354.05
-139300,-8.84,194.68571428571428,240.92413793103447,352.40000000000003
-139192,-8.76,195.11428571428573,241.96896551724137,350.75
-139124,-8.965,195.54285714285714,243.01379310344828,349.1
-139080,-9.17,195.9714285714286,244.05862068965516,348.26250000000005
-139010,-9.15,196.4,245.10344827586206,347.425
-138968,-9.13,196.0,246.14827586206897,346.5875
-138949,-9.075,195.6,247.19310344827585,345.75
-138859,-9.02,195.66,248.23793103448276,344.9125
-138751,-8.67,195.72,249.28275862068966,344.075
-138641,-9.06,195.78,250.32758620689654,343.23749999999995
-138567,-8.64,195.84,251.37241379310345,342.4
-138538,-8.22,195.9,252.41724137931033,344.95
-138434,-8.47,195.96,253.46206896551723,347.5
-138323,-9.11,196.02,254.50689655172414,350.04999999999995
-138212,-9.19,196.07999999999998,255.55172413793105,352.59999999999997
-138110,-8.01,196.14,256.59655172413795,355.15
-138021,-8.57,196.2,257.6413793103448,357.7
-138001,-9.13,196.26,258.6862068965517,365.9925925888889
-137896,-8.48,196.32,259.7310344827586,374.2851851777778
-137785,-9.14,196.38,260.7758620689655,382.57777776666666
-137677,-8.85,196.44,261.82068965517243,390.87037035555556
-137667,-8.71,196.5,262.8655172413793,399.1629629444445
-137572,-8.57,195.8,263.9103448275862,407.4555555333334
-137467,-8.54,195.1,264.9551724137931,415.74814812222223
-137462,-8.616666666666665,194.4,266.0,424.04074071111114
-137455,-8.693333333333333,193.70000000000002,263.07142857142856,432.33333330000005
-137360,-8.77,193.0,260.14285714285717,423.0857142571429
-137325,-9.045,192.3,257.2142857142857,413.8380952142858
-137251,-9.32,192.15,254.28571428571428,404.5904761714286
-137143,-8.94,192.0,251.35714285714286,395.34285712857144
-137033,-9.07,191.85,248.42857142857144,386.0952380857143
-136920,-9.43,191.70000000000002,245.5,376.84761904285716
-136919,-9.105,191.55,242.57142857142858,367.6
-136813,-8.78,191.4,239.64285714285714,375.21333334
-136709,-9.01,191.25,236.71428571428572,382.82666668
-136604,-8.85,191.1,233.78571428571428,390.44000002
-136504,-7.93,190.95,230.85714285714286,398.05333336
-136501,-8.129999999999999,190.79999999999998,227.92857142857144,405.6666667
-136500,-8.33,190.65,225.0,404.59000003
-136400,-8.53,190.5,226.24666666666667,403.51333336
-136297,-8.49,190.35,227.49333333333334,402.43666669
-136235,-8.275,190.2,228.74,401.36000002
-136197,-8.06,191.53333333333333,229.98666666666665,400.28333335
-136096,-8.33,192.86666666666665,231.23333333333332,399.20666668
-136032,-8.05,194.2,232.48,398.13000001
-135997,-7.77,194.06666666666666,233.72666666666666,397.05333334
-135897,-8.19,193.93333333333334,234.97333333333333,395.97666667
-135868,-8.39,193.8,236.22,394.9
-135793,-8.59,193.66666666666666,237.46666666666667,394.85333334
-135697,-8.35,193.53333333333333,238.71333333333334,394.80666668
-135683,-8.059999999999999,193.4,239.95999999999998,394.76000002
-135597,-7.77,193.55,241.20666666666665,394.71333336
-135574,-7.883333333333333,193.70000000000002,242.45333333333332,394.6666667
-135568,-7.996666666666666,193.85000000000002,243.7,392.70000003
-135497,-8.11,194.0,243.0,390.73333336
-135397,-8.28,194.15,242.29999999999998,388.76666669
-135343,-7.869999999999999,194.3,241.6,386.80000002
-135303,-7.46,195.05555555555557,240.89999999999998,384.83333335
-135209,-7.44,195.81111111111113,240.2,382.86666668
-135106,-8.68,196.56666666666666,239.5,380.90000001
-135003,-8.46,197.32222222222222,238.79999999999998,378.93333334
-134902,-8.12,198.07777777777778,238.1,376.96666667
-134855,-8.315,198.83333333333334,237.4,375.0
-134802,-8.51,199.58888888888887,236.7,379.2083333375
-134706,-8.27,200.34444444444443,236.0,383.416666675
-134705,-8.436666666666666,201.1,235.3,387.6250000125
-134617,-8.603333333333333,195.8,234.6,391.83333335
-134602,-8.77,196.9,233.9,396.0416666875
-134497,-8.73,198.0,233.2,400.250000025
-134427,-8.646666666666667,199.10000000000002,232.5,404.4583333625
-134422,-8.563333333333334,200.20000000000002,231.90277777777777,408.6666667
-134395,-8.48,201.3,231.30555555555554,405.95000003
-134301,-8.185,202.4,230.70833333333334,403.23333336
-134298,-7.89,201.975,230.11111111111111,400.51666669
-134197,-8.39,201.55,229.51388888888889,397.80000002
-134105,-7.39,201.125,228.91666666666666,395.08333335
-134061,-6.965,200.7,228.31944444444446,392.36666668
-134018,-6.54,201.2,227.72222222222223,389.65000001
-133933,-7.005,201.7,227.125,386.93333334
-133926,-7.47,200.95999999999998,226.52777777777777,384.21666667
-133852,-7.74,200.22,225.93055555555554,381.5
-133829,-8.01,199.48,225.33333333333334,384.2625
-133741,-6.83,198.74,224.73611111111111,387.025
-133653,-6.99,198.0,224.13888888888889,389.7875
-133643,-7.15,198.0,223.54166666666666,392.55
-133547,-7.8,198.0,222.94444444444446,395.3125
-133452,-7.73,198.0,222.34722222222223,398.07500000000005
-133357,-7.77,198.0,221.75,400.83750000000003
-133351,-7.715,198.0,221.15277777777777,403.6
-133263,-7.66,198.0,220.55555555555554,404.8777777777778
-133257,-7.325,198.0,219.95833333333334,406.15555555555557
-133174,-6.99,199.2,219.36111111111111,407.43333333333334
-133164,-7.665,200.4,218.76388888888889,408.7111111111111
-133086,-8.34,202.45,218.16666666666666,409.98888888888894
-133010,-7.609999999999999,204.5,217.56944444444446,411.2666666666667
-132998,-6.88,204.43846153846152,216.97222222222223,412.5444444444445
-132916,-6.29,204.37692307692308,216.375,413.82222222222225
-132850,-6.18,204.3153846153846,215.77777777777777,415.1
-132835,-6.07,204.25384615384615,215.18055555555554,418.13333332857144
-132753,-6.31,204.19230769230768,214.58333333333334,421.1666666571429
-132674,-5.76,204.13076923076923,213.98611111111111,424.1999999857143
-132595,-5.79,204.06923076923076,213.38888888888889,427.23333331428574
-132516,-5.89,204.0076923076923,212.79166666666666,430.26666664285716
-132439,-5.47,203.94615384615383,212.19444444444446,433.29999997142863
-132438,-5.473333333333334,203.8846153846154,211.59722222222223,436.33333330000005
-132437,-5.476666666666667,203.8230769230769,211.0,435.3518518222223
-132363,-5.48,203.76153846153846,213.03571428571428,434.3703703444445
-132337,-5.545,203.7,215.07142857142858,433.3888888666667
-132286,-5.61,205.43333333333334,217.10714285714286,432.40740738888894
-132214,-4.65,207.16666666666666,219.14285714285714,431.4259259111111
-132173,-5.175000000000001,208.9,221.17857142857142,430.44444443333333
-132137,-5.7,209.02142857142857,223.21428571428572,429.46296295555555
-132064,-5.18,209.14285714285714,225.25,428.4814814777778
-132034,-5.01,209.2642857142857,227.28571428571428,427.5
-131991,-4.84,209.3857142857143,229.32142857142856,438.7619047571429
-131920,-5.02,209.50714285714287,231.35714285714286,450.02380951428574
-131853,-3.66,209.62857142857143,233.39285714285714,461.28571427142856
-131778,-5.32,209.75,235.42857142857142,472.54761902857143
-131708,-4.8,209.87142857142857,237.46428571428572,483.8095237857143
-131656,-4.693333333333333,209.99285714285713,239.5,495.0714285428572
-131653,-4.586666666666667,210.1142857142857,238.7235294117647,506.33333330000005
-131638,-4.48,210.2357142857143,237.9470588235294,499.14166663750007
-131574,-3.7,210.35714285714286,237.17058823529413,491.949999975
-131511,-2.99,210.47857142857143,236.39411764705883,484.75833331250004
-131477,-3.2800000000000002,210.6,235.61764705882354,477.56666665
-131447,-3.57,211.9857142857143,234.84117647058824,470.3749999875
-131377,-4.68,213.37142857142857,234.06470588235294,463.18333332500004
-131307,-4.71,214.75714285714287,233.28823529411764,455.9916666625
-131289,-3.96,216.14285714285714,232.51176470588237,448.8
-131245,-3.21,217.52857142857144,231.73529411764707,450.0814814777778
-131184,-3.03,218.9142857142857,230.95882352941177,451.3629629555556
-131155,-3.3966666666666665,220.3,230.18235294117648,452.6444444333334
-131119,-3.763333333333333,223.9,229.40588235294118,453.92592591111116
-131117,-4.13,223.87142857142857,228.62941176470588,455.2074073888889
-131050,-4.35,223.84285714285716,227.8529411764706,456.4888888666667
-130985,-3.55,223.81428571428572,227.0764705882353,457.7703703444445
-130926,-3.6133333333333333,223.78571428571428,226.3,459.05185182222226
-130925,-3.6766666666666667,223.75714285714287,225.82500000000002,460.33333330000005
-130921,-3.74,223.72857142857143,225.35000000000002,460.52857140000003
-130859,-3.27,223.7,224.875,460.7238095
-130796,-3.46,223.67142857142858,224.4,460.9190476
-130737,-2.73,223.64285714285714,223.925,461.11428570000004
-130674,-3.27,223.61428571428573,223.45,461.3095238
-130614,-3.14,223.5857142857143,222.975,461.5047619
-130596,-2.635,223.55714285714285,222.5,461.7
-130556,-2.13,223.52857142857144,222.025,461.6541666625
-130542,-2.6399999999999997,223.5,221.55,461.608333325
-130500,-3.15,223.81764705882352,221.075,461.5624999875
-130443,-2.28,224.13529411764705,220.6,461.51666665000005
-130387,-2.32,224.4529411764706,220.125,461.4708333125
-130332,-2.1,224.77058823529413,219.64999999999998,461.42499997500005
-130280,-1.33,225.08823529411765,219.17499999999998,461.3791666375
-130257,-1.495,225.40588235294118,218.7,461.33333330000005
-130227,-1.66,225.7235294117647,219.0533333333333,460.41111108333337
-130173,-1.52,226.04117647058823,219.40666666666667,459.4888888666667
-130116,-2.6,226.35882352941178,219.76,458.56666665
-130057,-2.85,226.6764705882353,220.11333333333332,457.6444444333334
-130005,-1.38,226.99411764705883,220.46666666666667,456.7222222166667
-129955,-1.58,227.31176470588235,220.82,455.8
-129951,-1.78,227.62941176470588,221.17333333333332,458.725
-129897,-1.76,227.9470588235294,221.52666666666667,461.65
-129845,-1.52,228.26470588235296,221.88,464.575
-129792,-1.59,228.58235294117648,222.23333333333332,467.5
-129778,-1.34,228.9,222.58666666666667,470.425
-129742,-1.09,230.54285714285714,222.94,473.35
-129691,-1.13,232.18571428571428,223.29333333333332,476.275
-129674,-0.9099999999999999,233.82857142857142,223.64666666666668,479.2
-129642,-0.69,235.4714285714286,224.0,481.0625
-129591,-1.17,237.11428571428573,224.35333333333332,482.925
-129538,-1.67,238.75714285714287,224.70666666666668,484.7875
-129505,-0.895,240.4,225.06,486.65
-129492,-0.12,241.32,225.41333333333333,488.5125
-129446,-0.23,242.24,225.76666666666668,490.375
-129402,0.75,243.16,226.12,492.2375
-129401,0.5233333333333333,244.08,226.47333333333333,494.1
-129379,0.2966666666666667,245.0,226.82666666666668,493.9428571428572
-129358,0.07,245.26923076923077,227.18,493.7857142857143
-129314,0.49,245.53846153846155,227.53333333333333,493.62857142857143
-129269,0.4,245.80769230769232,227.88666666666668,493.4714285714286
-129223,-0.32,246.07692307692307,228.24,493.31428571428575
-129178,0.35,246.34615384615384,228.59333333333333,493.15714285714284
-129162,0.49,246.6153846153846,228.9466666666667,493.0
-129158,0.63,246.8846153846154,229.3,492.15714285714284
-129135,0.77,247.15384615384616,228.9923076923077,491.31428571428575
-129091,0.4,247.42307692307693,228.6846153846154,490.4714285714286
-129047,0.46,247.69230769230768,228.37692307692308,489.62857142857143
-129004,0.63,247.96153846153845,228.06923076923078,488.7857142857143
-128960,0.42,248.23076923076923,227.76153846153846,487.9428571428572
-128924,0.12,248.5,227.45384615384617,487.1
-128915,-0.18,248.76923076923077,227.14615384615385,490.96250000000003
-128872,0.9,249.03846153846155,226.83846153846156,494.82500000000005
-128830,0.81,249.30769230769232,226.53076923076924,498.6875
-128788,1.0,249.57692307692307,226.22307692307695,502.55
-128747,1.04,249.84615384615384,225.91538461538462,506.4125
-128705,0.89,250.1153846153846,225.60769230769233,510.275
-128690,1.04,250.3846153846154,225.3,514.1375
-128689,1.19,250.65384615384616,225.86923076923077,518.0
-128664,1.34,250.92307692307693,226.43846153846155,518.4571428571429
-128624,1.55,251.19230769230768,227.0076923076923,518.9142857142857
-128587,2.15,251.46153846153845,227.5769230769231,519.3714285714286
-128546,1.14,251.73076923076923,228.14615384615385,519.8285714285714
-128506,0.77,252.0,228.7153846153846,520.2857142857143
-128467,3.25,252.26923076923077,229.2846153846154,520.7428571428571
-128459,2.445,252.53846153846155,229.85384615384615,521.2
-128430,1.64,252.80769230769232,230.4230769230769,517.55555555
-128391,1.67,253.07692307692307,230.9923076923077,513.9111111000001
-128355,2.75,253.34615384615384,231.56153846153845,510.26666665000005
-128318,2.61,253.6153846153846,232.13076923076923,506.62222220000007
-128284,2.3766666666666665,253.8846153846154,232.7,502.97777775000003
-128283,2.143333333333333,254.15384615384616,233.4333333333333,499.33333330000005
-128281,1.91,254.42307692307693,234.16666666666666,500.92916663750003
-128243,2.19,254.69230769230768,234.89999999999998,502.524999975
-128207,2.82,254.96153846153845,235.63333333333333,504.12083331250005
-128172,2.12,255.23076923076923,236.36666666666665,505.71666665000004
-128133,1.57,255.5,237.1,507.3124999875
-128099,3.39,255.76923076923077,237.83333333333331,508.90833332500006
-128063,2.91,256.03846153846155,238.56666666666666,510.50416666250004
-128060,2.8150000000000004,256.3076923076923,239.29999999999998,512.1
-128027,2.72,256.5769230769231,240.03333333333333,512.5142857142857
-127991,2.31,256.84615384615387,240.76666666666665,512.9285714285714
-127957,3.35,257.11538461538464,241.5,513.3428571428572
-127922,3.08,257.38461538461536,242.23333333333332,513.7571428571429
-127888,2.92,257.65384615384613,242.96666666666664,514.1714285714286
-127857,3.05,257.9230769230769,243.7,514.5857142857143
-127856,3.18,258.1923076923077,243.68709677419355,515.0
-127854,3.31,258.46153846153845,243.67419354838708,517.0
-127820,3.7,258.7307692307692,243.66129032258064,519.0
-127786,3.06,259.0,243.64838709677417,521.0
-127784,2.42,258.725,243.63548387096773,523.0
-127746,1.93,258.45,243.6225806451613,525.0
-127711,3.08,258.17499999999995,243.60967741935482,527.0
-127702,3.1766666666666667,257.9,243.59677419354838,529.0
-127678,3.2733333333333334,258.3583333333333,243.58387096774194,531.0
-127677,3.37,258.81666666666666,243.57096774193548,533.8142857142857
-127644,3.46,259.275,243.55806451612904,536.6285714285715
-127610,3.32,259.7333333333333,243.54516129032257,539.4428571428572
-127576,3.26,260.19166666666666,243.53225806451613,542.2571428571429
-127543,3.77,260.65,243.5193548387097,545.0714285714286
-127509,3.06,261.1083333333333,243.50645161290322,547.8857142857144
-127494,3.25,261.56666666666666,243.49354838709678,550.7
-127475,3.44,262.025,243.4806451612903,550.8142857142858
-127443,4.35,262.4833333333333,243.46774193548387,550.9285714285714
-127408,2.88,262.94166666666666,243.45483870967743,551.0428571428572
-127390,2.9299999999999997,263.4,243.44193548387096,551.1571428571428
-127372,2.98,263.48749999999995,243.42903225806452,551.2714285714286
-127337,2.65,263.575,243.41612903225806,551.3857142857142
-127323,3.6049999999999995,263.6625,243.40322580645162,551.5
-127306,4.56,263.75,243.39032258064518,549.3809523857143
-127273,3.77,263.8375,243.3774193548387,547.2619047714286
-127241,3.8,263.925,243.36451612903227,545.1428571571429
-127207,4.09,264.01250000000005,243.35161290322583,543.0238095428571
-127196,3.605,264.1,243.33870967741936,540.9047619285714
-127175,3.12,265.6416666666667,243.32580645161292,538.7857143142857
-127147,3.2066666666666666,267.18333333333334,243.31290322580645,536.6666667
-127146,3.2933333333333334,268.725,243.3,536.3958333625
-127140,3.38,270.2666666666667,243.9714285714286,536.125000025
-127108,4.61,271.80833333333334,244.64285714285714,535.8541666875
-127074,3.66,273.35,245.31428571428572,535.58333335
-127041,3.52,274.8916666666667,245.9857142857143,535.3125000125
-127006,2.35,276.43333333333334,246.65714285714287,535.041666675
-126972,3.88,277.975,247.32857142857142,534.7708333375
-126971,3.835,279.5166666666667,248.0,534.5
-126939,3.79,281.05833333333334,248.67142857142858,550.1428571428571
-126916,3.475,282.6,249.34285714285713,565.7857142857143
-126904,3.16,283.02000000000004,250.0142857142857,581.4285714285714
-126872,4.51,283.44,250.68571428571428,597.0714285714286
-126841,4.59,283.86,251.35714285714286,612.7142857142857
-126808,4.3,284.28000000000003,252.0285714285714,628.3571428571429
-126800,3.82,284.70000000000005,252.7,644.0
-126776,3.34,285.12,253.64615384615382,655.6428571428571
-126743,3.96,285.54,254.59230769230768,667.2857142857143
-126712,5.46,285.96000000000004,255.53846153846152,678.9285714285714
-126681,4.84,286.38,256.4846153846154,690.5714285714286
-126659,4.25,286.8,257.4307692307692,702.2142857142857
-126647,3.66,286.825,258.37692307692305,713.8571428571429
-126635,3.38,286.85,259.32307692307694,725.5
-126617,3.1,286.875,260.2692307692308,725.0476190428571
-126587,3.84,286.90000000000003,261.2153846153846,724.5952380857143
-126556,4.86,286.925,262.16153846153844,724.1428571285714
-126523,4.06,286.95000000000005,263.10769230769233,723.6904761714285
-126492,4.71,286.975,264.05384615384617,723.2380952142856
-126473,4.736666666666666,287.0,265.0,722.7857142571428
-126472,4.763333333333334,287.02500000000003,265.18,722.3333332999999
-126462,4.79,287.05,265.36,719.9916666375
-126430,3.46,287.07500000000005,265.54,717.6499999749999
-126422,3.77,287.1,265.71999999999997,715.3083333124999
-126398,4.08,280.55,265.9,712.96666665
-126394,3.49,274.0,266.08,710.6249999875
-126367,2.9,274.0888888888889,266.26,708.2833333250001
-126333,4.0,274.1777777777778,266.44,705.9416666625
-126320,4.395,274.26666666666665,266.62,703.6
-126299,4.79,274.35555555555555,266.8,705.2285714285714
-126265,2.56,274.44444444444446,266.98,706.8571428571429
-126232,4.38,274.53333333333336,267.15999999999997,708.4857142857143
-126197,3.26,274.6222222222222,267.34,710.1142857142858
-126163,3.47,274.7111111111111,267.52,711.7428571428571
-126159,3.3800000000000003,274.8,267.7,713.3714285714286
-126158,3.29,274.8888888888889,267.23846153846154,715.0
-126129,3.2,274.9777777777778,266.7769230769231,713.5
-126097,3.97,275.06666666666666,266.31538461538463,712.0
-126063,3.36,275.15555555555557,265.8538461538461,710.5
-126029,4.43,275.24444444444447,265.39230769230767,709.0
-125997,4.32,275.33333333333337,264.9307692307692,707.5
-125982,4.125,275.4222222222222,264.46923076923076,706.0
-125963,3.93,275.5111111111111,264.0076923076923,703.6833333333334
-125957,3.645,275.6,263.54615384615386,701.3666666666667
-125928,3.36,275.56666666666666,263.08461538461535,699.05
-125896,4.4,275.53333333333336,262.6230769230769,696.7333333333333
-125860,2.81,275.5,262.16153846153844,694.4166666666667
-125823,3.25,275.4666666666667,261.7,692.1
-125785,3.59,275.43333333333334,261.23846153846154,688.775
-125748,2.95,275.40000000000003,260.7769230769231,685.45
-125710,2.04,275.3666666666667,260.31538461538463,682.125
-125687,2.495,275.33333333333337,259.8538461538461,678.8
-125672,2.95,275.3,259.39230769230767,679.95
-125646,2.8600000000000003,274.5529411764706,258.9307692307692,681.1
-125636,2.77,273.8058823529412,258.46923076923076,680.4166666666667
-125597,2.44,273.05882352941177,258.0076923076923,679.7333333333333
-125562,3.33,272.31176470588235,257.54615384615386,679.05
-125526,2.98,271.56470588235294,257.08461538461535,678.3666666666667
-125487,2.08,270.8176470588235,256.6230769230769,677.6833333333334
-125471,2.0166666666666666,270.0705882352941,256.16153846153844,677.0
-125469,1.9533333333333334,269.3235294117647,255.7,676.0428571428571
-125447,1.89,268.57647058823534,255.59230769230768,675.0857142857143
-125407,1.66,267.8294117647059,255.48461538461538,674.1285714285714
-125369,2.86,267.0823529411765,255.37692307692308,673.1714285714286
-125331,2.61,266.3352941176471,255.26923076923077,672.2142857142857
-125293,2.25,265.5882352941177,255.16153846153847,671.2571428571429
-125277,2.205,264.84117647058827,255.05384615384617,670.3
-125252,2.16,264.09411764705885,254.94615384615383,666.8285714285714
-125214,1.9,263.34705882352944,254.83846153846153,663.3571428571428
-125182,2.275,262.6,254.73076923076923,659.8857142857142
-125176,2.65,262.5888888888889,254.62307692307692,656.4142857142857
-125140,3.2,262.5777777777778,254.51538461538462,652.9428571428572
-125103,2.79,262.56666666666666,254.40769230769232,649.4714285714285
-125080,2.465,262.55555555555554,254.3,646.0
-125065,2.14,262.5444444444445,254.33333333333334,646.6285714285714
-125028,3.18,262.53333333333336,254.36666666666667,647.2571428571429
-124990,2.53,262.52222222222224,254.4,647.8857142857142
-124954,3.21,262.5111111111111,254.43333333333334,648.5142857142857
-124936,2.75,262.5,254.46666666666667,649.1428571428571
-124916,2.29,262.91818181818184,254.5,649.7714285714286
-124905,2.215,263.3363636363636,254.53333333333333,650.4
-124877,2.14,263.75454545454545,254.56666666666666,650.55555555
-124839,2.6,264.1727272727273,254.6,650.7111110999999
-124799,2.39,264.5909090909091,254.63333333333333,650.86666665
-124758,1.5,265.0090909090909,254.66666666666666,651.0222222
-124729,1.6366666666666667,265.42727272727274,254.7,651.1777777499999
-124728,1.7733333333333332,265.8454545454546,254.5,651.3333332999999
-124717,1.91,266.2636363636364,254.29999999999998,649.6714285428571
-124676,1.77,266.6818181818182,254.1,648.0095237857142
-124648,1.4649999999999999,267.1,253.89999999999998,646.3476190285714
-124633,1.16,267.925,253.7,644.6857142714285
-124591,1.33,268.75,253.5,643.0238095142857
-124544,0.49,269.575,253.29999999999998,641.3619047571428
-124536,0.41000000000000003,270.4,253.1,639.7
-124498,0.33,271.225,252.89999999999998,642.1958333375001
-124452,1.11,272.05,252.7,644.6916666750001
-124409,0.43,272.875,252.5,647.1875000125001
-124397,1.245,273.7,252.29999999999998,649.6833333500001
-124368,2.06,273.82142857142856,252.1,652.1791666875
-124327,2.06,273.9428571428571,251.89999999999998,654.675000025
-124322,1.6766666666666667,274.0642857142857,251.7,657.1708333625
-124321,1.2933333333333334,274.18571428571425,252.18333333333334,659.6666667000001
-124282,0.91,274.3071428571429,252.66666666666666,658.0888889166667
-124239,0.84,274.42857142857144,253.14999999999998,656.5111111333334
-124198,2.14,274.55,253.63333333333333,654.9333333500001
-124156,0.79,274.6714285714286,254.11666666666667,653.3555555666667
-124114,2.28,274.79285714285714,254.6,651.7777777833334
-124108,1.6949999999999998,274.9142857142857,255.08333333333331,650.2
-124072,1.11,275.0357142857143,255.56666666666666,651.735
-124028,1.08,275.15714285714284,256.05,653.27
-123985,1.39,275.2785714285714,256.5333333333333,654.8050000000001
-123943,2.09,275.4,257.01666666666665,656.34
-123914,1.15,275.5214285714286,257.5,657.875
-123898,0.21,275.64285714285717,257.98333333333335,657.5125
-123853,0.59,275.76428571428573,258.4666666666667,657.15
-123810,1.62,275.8857142857143,258.95,656.7875
-123767,1.08,276.00714285714287,259.43333333333334,656.4250000000001
-123723,1.5,276.12857142857143,259.9166666666667,656.0625
-123683,1.415,276.25,260.4,655.7
-123682,1.33,276.37142857142857,260.8833333333333,654.19444445
-123639,1.27,276.49285714285713,261.3666666666667,652.6888889
-123596,1.14,276.61428571428576,261.85,651.1833333500001
-123556,1.99,276.7357142857143,262.33333333333337,649.6777778000001
-123515,2.03,276.8571428571429,262.81666666666666,648.17222225
-123486,1.913333333333333,276.97857142857146,263.3,646.6666667000001
-123484,1.7966666666666666,277.1,263.28125,646.1083333625
-123473,1.68,276.28000000000003,263.2625,645.550000025
